snomedcode,term_snomed,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
162974009#,O/E - fibrosis of lung,254002014#,1,1,2,254002014#,O/E - fibrosis of lung,23E5-1,23E5.11,254002014,NA,27
162974009#,O/E - fibrosis of lung,254002014#,1,1,2,254003016#,O/E - fibrosis of lung present,2.30E+06,23E5.00,254003016,NA,27
162974009#,O/E - fibrosis of lung,254002014#,1,1,2,4555561000006111#,On examination - fibrosis of lung present,^ESCTON455556,NA,2668607013,NA,27
162974009#,O/E - fibrosis of lung present,254003016#,1,1,2,254002014#,O/E - fibrosis of lung,23E5-1,23E5.11,254002014,NA,27
162974009#,O/E - fibrosis of lung present,254003016#,1,1,2,254003016#,O/E - fibrosis of lung present,2.30E+06,23E5.00,254003016,NA,27
162974009#,O/E - fibrosis of lung present,254003016#,1,1,2,4555561000006111#,On examination - fibrosis of lung present,^ESCTON455556,NA,2668607013,NA,27
162974009#,On examination - fibrosis of lung present (context-dependent category),544140014#,1,1,2,254002014#,O/E - fibrosis of lung,23E5-1,23E5.11,254002014,NA,27
162974009#,On examination - fibrosis of lung present (context-dependent category),544140014#,1,1,2,254003016#,O/E - fibrosis of lung present,2.30E+06,23E5.00,254003016,NA,27
162974009#,On examination - fibrosis of lung present (context-dependent category),544140014#,1,1,2,4555561000006111#,On examination - fibrosis of lung present,^ESCTON455556,NA,2668607013,NA,27
162974009#,On examination - fibrosis of lung present (disorder),2561168010#,1,1,2,254002014#,O/E - fibrosis of lung,23E5-1,23E5.11,254002014,NA,27
162974009#,On examination - fibrosis of lung present (disorder),2561168010#,1,1,2,254003016#,O/E - fibrosis of lung present,2.30E+06,23E5.00,254003016,NA,27
162974009#,On examination - fibrosis of lung present (disorder),2561168010#,1,1,2,4555561000006111#,On examination - fibrosis of lung present,^ESCTON455556,NA,2668607013,NA,27
162974009#,On examination - fibrosis of lung present,2668607013#,1,1,2,254002014#,O/E - fibrosis of lung,23E5-1,23E5.11,254002014,NA,27
162974009#,On examination - fibrosis of lung present,2668607013#,1,1,2,254003016#,O/E - fibrosis of lung present,2.30E+06,23E5.00,254003016,NA,27
162974009#,On examination - fibrosis of lung present,2668607013#,1,1,2,4555561000006111#,On examination - fibrosis of lung present,^ESCTON455556,NA,2668607013,NA,27
