snomedcode,term_snomed,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
109006#,Anxiety disorder of childhood OR adolescence,1317017#,1,0,2,2500131000006115#,Anxiety disorder of childhood OR adolescence,^ESCTAN250013,NA,1317017,NA,31
109006#,"Anxiety disorder of childhood or adolescence, NOS",1318010#,1,0,2,2500131000006115#,Anxiety disorder of childhood OR adolescence,^ESCTAN250013,NA,1317017,NA,31
109006#,Anxiety disorder of childhood OR adolescence (disorder),607153017#,1,0,2,2500131000006115#,Anxiety disorder of childhood OR adolescence,^ESCTAN250013,NA,1317017,NA,31
111490003#,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND severe panic attacks",178730010#,1,0,1,4196291000006114#,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND severe panic attacks",^ESCTPA419629,NA,178730010,NA,31
111490003#,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND severe panic attacks (disorder)",632089018#,1,0,1,4196291000006114#,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND severe panic attacks",^ESCTPA419629,NA,178730010,NA,31
111491004#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in partial remission",178731014#,1,0,1,4196301000006110#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in partial remission",^ESCTPA419630,NA,178731014,NA,31
111491004#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in partial remission (disorder)",632101016#,1,0,1,4196301000006110#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in partial remission",^ESCTPA419630,NA,178731014,NA,31
11941006#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission",20589016#,1,0,1,2690121000006112#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission",^ESCTPA269012,NA,20589016,NA,31
11941006#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission and panic attacks in full remission",20590013#,1,0,1,2690121000006112#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission",^ESCTPA269012,NA,20589016,NA,31
11941006#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission (disorder)",707420019#,1,0,1,2690121000006112#,"Panic disorder with agoraphobia, agoraphobic avoidance in full remission AND panic attacks in full remission",^ESCTPA269012,NA,20589016,NA,31
12398201000119100#,Anxiety disorder caused by methamphetamine (disorder),NA#,0,0,1,NA#,NA,NA,NA,NA,NA,NA
12398201000119102#,Anxiety disorder caused by methamphetamine (disorder),3783408018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
12398201000119102#,Anxiety disorder caused by methamphetamine,3783409014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
126943008#,Separation anxiety,231012#,1,0,2,4391041000006110#,Separation anxiety,^ESCTSE439104,NA,231012,NA,31
126943008#,Separation anxiety (disorder),730971012#,1,0,2,4391041000006110#,Separation anxiety,^ESCTSE439104,NA,231012,NA,31
13438001#,Overanxious disorder of childhood,22967015#,0,0,1,370861000006110#,[X]Childhood overanxious disorder,Eu93y-2,Eu93y12,22967015,NA,32
13438001#,Overanxious disorder of childhood,22967015#,0,0,1,550361000006119#,Childhood and adolescent overanxiousness disturbance,E2D00,E2D0000,22967015,NA,32
13438001#,Overanxious disorder of childhood,22967015#,0,0,1,2712981000006115#,Overanxious disorder of childhood,^ESCTOV271298,NA,22967015,NA,32
13438001#,Overanxious disorder of childhood (disorder),738760016#,0,0,1,370861000006110#,[X]Childhood overanxious disorder,Eu93y-2,Eu93y12,22967015,NA,32
