MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
114616017	Chronic catatonic schizophrenia	E1022	E102200	68995007	114616017	NA	32
132503015	Subchronic paranoid schizophrenia	E1031	E103100	79866005	132503015	NA	32
294726014	Schizophrenia simplex	E100-1	E100.11	191527001	294726014	NA	32
294727017	Simple schizophrenia	E100	E100.00	191527001	294727017	NA	32
294742019	Catatonic schizophrenia	E102	E102.00	191542003	294742019	NA	32
294750011	Acute exacerbation of subchronic catatonic schizophrenia	E1023	E102300	191547009	294750011	NA	32
294751010	Acute exacerbation of chronic catatonic schizophrenia	E1024	E102400	191548004	294751010	NA	32
294758016	Acute exacerbation of chronic paranoid schizophrenia	E1034	E103400	191555002	294758016	NA	32
294764011	Latent schizophrenia	E105	E105.00	191559008	294764011	NA	32
294767016	Chronic latent schizophrenia	E1052	E105200	191562006	294767016	NA	32
294788013	Cenesthopathic schizophrenia	E10y-1	E10y.11	191577003	294788013	NA	32
294860011	Manic-depressive - now depressed	E115-1	E115.11	191627008	294860011	NA	32
294893019	Atypical manic disorder	E11y1	E11y100	191658009	294893019	NA	32
294918011	Psychotic reactive depression	E130-1	E130.11	191676002	294918011	NA	32
401765010	Manic disorder, single episode	E110	E110.00	268619003	401765010	NA	32
402504012	Psychotic condition, insight present	285-1	285..11	268957000	402504012	NA	27
1219653018	Atypical schizophrenia	E10y0	E10y000	111484002	1219653018	NA	32
1780205015	H/O: manic depressive disorder	146D	146D.00	400998002	1780205015	NA	32
492761000000114	Bipolar affective disorder resolved	212V	212V.00	285491000000101	492761000000114	NA	27
1974321000006110	Mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, late-onset psychotic disorder	EMISICD10|F1975		1974321000006106	1974321000006110	NA	32
1974541000006112	Paranoid schizophrenia, course uncertain, period of observation too short	EMISICD10|F2009		1974541000006108	1974541000006112	NA	32
1974601000006111	Hebephrenic schizophrenia, continuous	EMISICD10|F2010		1974601000006107	1974601000006111	NA	32
1974611000006114	Hebephrenic schizophrenia, episodic with progressive deficit	EMISICD10|F2011		1974611000006105	1974611000006114	NA	32
1974641000006113	Hebephrenic schizophrenia, episodic remittent	EMISICD10|F2013		1974641000006109	1974641000006113	NA	32
