MedCodeID	Term
4815171000006115	Thoracic spondylosis with root compression
311097013	Thoracic spondylosis with radiculopathy
311099011	Single-level thoracic spondylosis with radiculopathy
311100015	Two-level thoracic spondylosis with radiculopathy
311103018	Multiple-level thoracic spondylosis with radiculopathy
311106014	Lumbosacral spondylosis with radiculopathy
311108010	Single-level lumbosacral spondylosis with radiculopathy
311109019	Two-level lumbosacral spondylosis with radiculopathy
311110012	Multiple-level lumbosacral spondylosis with radiculopathy
309953017	Localised osteoarthritis, unspecified, of the hand
2853461000006115	Osteoarthritis - hand joint
309977011	Oligoarticular osteoarthritis, unspecified, of hand
2853471000006110	Osteoarthrosis of hand
400185011	Degenerative joint disease of hand
370721000000116	Delivery of rehabilitation for osteoarthritis
5140261000006116	PGOA - Primary generalized osteoarthritis
5140221000006110	PGOA - Primary generalised osteoarthritis
5140281000006114	Primary generalized osteoarthrosis
5140291000006112	Primary generalized hypertrophic osteoarthrosis
5140301000006113	Primary generalised hypertrophic osteoarthrosis
5140251000006118	Primary osteoarthritis
5140211000006119	Idiopathic osteoarthritis
5140271000006111	Primary generalized osteoarthritis
359399017	Primary generalised osteoarthrosis
5140241000006115	Primary generalised osteoarthritis
5140321000006115	Degenerative joint disease of spinal facet joint
1839121000006117	Osteoarthritis of spinal facet joint
359402016	Osteoarthritis of spinal facet joint
5140331000006117	Degenerative arthropathy of spinal facet joint
5140351000006112	OA - Osteoarthritis of acromioclavicular joint
5140361000006114	Degenerative joint disease of acromioclavicular joint
310013018	Osteoarthritis of acromioclavicular joint
5140391000006118	Degenerative joint disease of elbow
5140381000006116	OA - Osteoarthritis of elbow
310014012	Osteoarthritis NOS, of elbow
221491000000111	Osteoarthritis of elbow
5140421000006114	Degenerative joint disease of wrist
5140411000006118	OA - Osteoarthritis of wrist
54641000006115	Osteoarthritis of wrist
310016014	Osteoarthritis NOS, of wrist
5140451000006117	Degenerative joint disease of finger
5140431000006112	Osteoarthritis of finger joint
359389010	Osteoarthritis of finger
5140441000006119	OA - Osteoarthritis of joint of finger
5140481000006113	Degenerative joint disease of distal interphalangeal joint
31031000006115	Osteoarthritis of distal interphalangeal joint
5140501000006115	Degenerative joint disease of proximal interphalangeal joint
18051000006110	Osteoarthritis of proximal interphalangeal joint
5140511000006117	Osteoarthritis of metacarpophalangeal joint of finger
5140521000006113	Degenerative joint disease of metacarpophalangeal joint of finger
823951000006111	Hip osteoarthitis NOS
5140541000006118	OA - Osteoarthritis of hip
310020013	Osteoarthritis NOS, of hip
5140551000006116	Degenerative joint disease of hip
221511000000115	Osteoarthritis of hip
5140601000006119	Knee DJD (degenerative joint disease)
221521000000114	Osteoarthritis of knee
359420013	Osteoarthritis of knee
5140591000006110	Gonarthrosis
310024016	Osteoarthritis NOS, of knee
5140571000006114	OA - Osteoarthritis of knee
