MedCodeId	Term
4082931000006110	Schizophrenic reaction
8434671000006112	Schizophrenia TOM (Therapy Outcome Measure) activity score
8434721000006115	Schizophrenia TOM (Therapy Outcome Measure) wellbeing score
2729691000000119	Cataleptic schizophrenia
4196151000006111	Subchronic schizophrenia with acute exacerbations
294730012	Acute exacerbation of subchronic schizophrenia
4196171000006118	Schizophrenia, catatonic, in remission
178723016	Catatonic schizophrenia in remission
1219653018	Atypical schizophrenia
296031017	Undifferentiated schizophrenia
366571000006114	[X]Atypical schizophrenia
371031000006115	[X]Chronic undifferentiated schizophrenia
2705571000006117	Chronic disorganized schizophrenia
294737010	Chronic hebephrenic schizophrenia
2705561000006112	Chronic disorganised schizophrenia
294738017	Acute exacerbation of subchronic hebephrenic schizophrenia
2726261000006113	Subchronic disorganised schizophrenia with acute exacerbations
2726271000006118	Subchronic disorganized schizophrenia with acute exacerbations
251628010	H/O: schizophrenia
4539931000006112	History of schizophrenia
28758018	Subchronic schizophrenia
882281000006113	Schizophrenic psychoses NOS
294725013	Schizophrenic disorders
882291000006111	Schizophrenic psychoses
426881000006111	[X]Simple schizophrenia
294734015	Simple schizophrenia NOS
294727017	Simple schizophrenia
294726014	Schizophrenia simplex
294731011	Acute exacerbation of chronic schizophrenia
370461000006112	[X]Catatonic stupor
425641000006111	[X]Schizophrenic catalepsy
4763691000006113	Schizophrenia, catatonic
294743012	[X]Schizophrenic flexibilatis cerea
425651000006113	[X]Schizophrenic catatonia
294753013	Catatonic schizophrenia NOS
370451000006110	[X]Catatonic schizophrenia
294744018	Unspecified catatonic schizophrenia
294742019	Catatonic schizophrenia
4763701000006113	Schizophrenic flexibilatis cerea
4763731000006117	Subchronic catatonic schizophrenia with acute exacerbation
294750011	Acute exacerbation of subchronic catatonic schizophrenia
294751010	Acute exacerbation of chronic catatonic schizophrenia
4763751000006112	Chronic catatonic schizophrenia with acute exacerbation
294757014	Acute exacerbation of subchronic paranoid schizophrenia
4763771000006119	Subchronic paranoid schizophrenia with acute exacerbation
294758016	Acute exacerbation of chronic paranoid schizophrenia
4763791000006118	Chronic paranoid schizophrenia with acute exacerbation
294765012	Unspecified latent schizophrenia
294771018	Latent schizophrenia NOS
395021000006111	[X]Latent schizophrenia
294764011	Latent schizophrenia
395031000006114	[X]Latent schizophrenic reaction
294766013	Subchronic latent schizophrenia
294767016	Chronic latent schizophrenia
294768014	Acute exacerbation of subchronic latent schizophrenia
294769018	Acute exacerbation of chronic latent schizophrenia
4763861000006116	Latent schizophrenia, in remission
294770017	Latent schizophrenia in remission
78531000006116	Unspecified schizo-affective schizophrenia
