MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
84797011	Fracture of shaft of humerus	S227	S227.00	50890004	84797011	NA	32
110116013	Fracture of humerus	S22	S22..00	66308002	110116013	NA	32
316183019	Fracture of humerus due to birth trauma	Q2030	Q203000	206211008	316183019	NA	32
318755016	Closed fracture of humerus, upper epiphysis	S2205	S220500	208244008	318755016	NA	32
318756015	Closed fracture proximal humerus, three part	S2206	S220600	208245009	318756015	NA	32
318767019	Open fracture proximal humerus, greater tuberosity	S2213	S221300	208253001	318767019	NA	32
318768012	Open fracture proximal humerus, head	S2214	S221400	208254007	318768012	NA	32
318769016	Open fracture of humerus, upper epiphysis	S2215	S221500	208255008	318769016	NA	32
318770015	Open fracture proximal humerus, three part	S2216	S221600	208256009	318770015	NA	32
318787018	Closed fracture of distal humerus, trochlea	S2245	S224500	208270009	318787018	NA	32
318788011	Closed fracture distal humerus, lateral epicondyle	S2246	S224600	208271008	318788011	NA	32
318790012	Closed fracture distal humerus, bicondylar (T-Y fracture)	S2249	S224900	208273006	318790012	NA	32
318791011	Closed fracture of distal humerus, multiple	S224x	S224x00	208274000	318791011	NA	32
318804015	Open fracture distal humerus, bicondylar (T-Y fracture)	S2259	S225900	208285003	318804015	NA	32
318815013	Closed fracture olecranon, extra-articular	S2301	S230100	208294009	318815013	NA	32
318822017	Open fracture olecranon, extra-articular	S2311	S231100	208301006	318822017	NA	32
318824016	Open fracture proximal ulna, comminuted	S2314	S231400	208303009	318824016	NA	32
318825015	Open fracture proximal radius, comminuted	S2318	S231800	208304003	318825015	NA	32
318845011	Closed fracture of ulna, lower epiphysis	S2344	S234400	208318005	318845011	NA	32
318857019	Closed fracture radial styloid	S234B	S234B00	208325003	318857019	NA	32
318875018	Open fracture of ulna, styloid process	S2353	S235300	208336005	318875018	NA	32
318876017	Open fracture of ulna, lower epiphysis	S2354	S235400	208337001	318876017	NA	32
