readcode,term_readcode,cal,os,matchtotal,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
E000.#,Uncomplicated senile dementia,1,1,2,294635013#,Uncomplicated senile dementia,E000,E000.00,191449005,294635013,NA,32,E000.00#
E000.#,Uncomplicated senile dementia,1,1,2,882201000006116#,Senile dementia - simple type,E000-99,E000.99,191449005,882201000006116,NA,32,E000.99#
E0010#,Uncomplicated presenile dementia,1,1,2,294637017#,Uncomplicated presenile dementia,E0010,E001000,191451009,294637017,NA,32,E001000#
E0011#,Presenile dementia with delirium,1,1,2,294638010#,Presenile dementia with delirium,E0011,E001100,191452002,294638010,NA,32,E001100#
E0012#,Presenile dementia with paranoia,1,1,2,294641018#,Presenile dementia with paranoia,E0012,E001200,191454001,294641018,NA,32,E001200#
E0013#,Presenile dementia with depression,1,1,2,294642013#,Presenile dementia with depression,E0013,E001300,191455000,294642013,NA,32,E001300#
E001.#,Presenile dementia,1,1,2,21256010#,Presenile dementia,E001,E001.00,12348006,21256010,NA,32,E001.00#
E001z#,Presenile dementia NOS,1,1,2,294643015#,Presenile dementia NOS,E001z,E001z00,12348006,21256010,NA,32,E001z00#
E0020#,Senile dementia with paranoia,1,1,2,294645010#,Senile dementia with paranoia,E0020,E002000,191458003,294645010,NA,32,E002000#
E0021#,Senile dementia with depression,1,1,2,294646011#,Senile dementia with depression,E0021,E002100,191459006,294646011,NA,32,E002100#
E002.#,Senile dementia with depressive or paranoid features,1,1,2,294644014#,Senile dementia with depressive or paranoid features,E002,E002.00,191457008,294644014,NA,32,E002.00#
E002z#,Senile dementia with depressive or paranoid features NOS,1,1,2,294647019#,Senile dementia with depressive or paranoid features NOS,E002z,E002z00,191457008,294644014,NA,32,E002z00#
E003.#,Senile dementia with delirium,1,1,2,294648012#,Senile dementia with delirium,E003,E003.00,191461002,294648012,NA,32,E003.00#
E003.#,Senile dementia with delirium,1,1,2,882211000006118#,Senile dementia-acute confused,E003-99,E003.99,191461002,882211000006118,NA,32,E003.99#
E0040#,Uncomplicated arteriosclerotic dementia,1,1,2,294652012#,Uncomplicated arteriosclerotic dementia,E0040,E004000,191463004,294652012,NA,32,E004000#
E0041#,Arteriosclerotic dementia with delirium,1,1,2,294653019#,Arteriosclerotic dementia with delirium,E0041,E004100,191464005,294653019,NA,32,E004100#
E0042#,Arteriosclerotic dementia with paranoia,1,1,2,294654013#,Arteriosclerotic dementia with paranoia,E0042,E004200,191465006,294654013,NA,32,E004200#
E0043#,Arteriosclerotic dementia with depression,1,1,2,294655014#,Arteriosclerotic dementia with depression,E0043,E004300,191466007,294655014,NA,32,E004300#
E004.#,Arteriosclerotic dementia,1,1,2,497559016#,Arteriosclerotic dementia,E004,E004.00,56267009,497559016,NA,32,E004.00#
E004.#,Arteriosclerotic dementia,1,1,2,696161000006115#,Multi-infarct dementia,E004-1,E004.11,56267009,93568017,NA,32,E004.11#
E004z#,Arteriosclerotic dementia NOS,1,1,2,294656010#,Arteriosclerotic dementia NOS,E004z,E004z00,56267009,497559016,NA,32,E004z00#
E00..#,Senile and presenile organic psychotic conditions,1,1,2,26545010#,Senile dementia,E00-1,E00..11,15662003,26545010,NA,32,E00..11#
E00..#,Senile and presenile organic psychotic conditions,1,1,2,401757012#,Senile and presenile organic psychotic conditions,E00,E00..00,268612007,401757012,NA,32,E00..00#
E00..#,Senile and presenile organic psychotic conditions,1,1,2,882181000006117#,Other senile/presenile dement.,E00-98,E00..98,268612007,882181000006117,NA,32,E00..98#
E00..#,Senile and presenile organic psychotic conditions,1,1,2,882191000006119#,Senile and presenile dementias,E00-99,E00..99,268612007,882191000006119,NA,32,E00..99#
E00..#,Senile and presenile organic psychotic conditions,1,1,2,148381000006115#,Senile/presenile dementia,E00-2,E00..12,52448006,87274019,NA,32,E00..12#
E00..#,Senile and presenile organic psychotic conditions,1,1,2,882171000006115#,Dementia,E00-97,E00..97,268612007,882171000006115,NA,32,E00..97#
E00y.#,Other senile and presenile organic psychoses,1,1,2,346897015#,Presbyophrenic psychosis,E00y-1,E00y.11,231438001,346897015,NA,32,E00y.11#
E00y.#,Other senile and presenile organic psychoses,1,1,2,401759010#,Other senile and presenile organic psychoses,E00y,E00y.00,268612007,401757012,NA,32,E00y.00#
E00z.#,Senile or presenile psychoses NOS,1,1,2,294660013#,Senile or presenile psychoses NOS,E00z,E00z.00,268612007,401757012,NA,32,E00z.00#
E041.#,Dementia in conditions EC,1,1,2,294718018#,Dementia in conditions EC,E041,E041.00,191519005,294718018,NA,32,E041.00#
Eu001#,[X]Dementia in Alzheimer's disease with late onset,1,1,2,423381000006111#,"[X]Primary degen dementia of Alzheimer's type, senile onset",Eu001-3,Eu00113,416975007,2957137018,NA,32,Eu00113#
Eu001#,[X]Dementia in Alzheimer's disease with late onset,1,1,2,425901000006116#,"[X]Senile dementia,Alzheimer's type",Eu001-2,Eu00112,416975007,2957124016,NA,32,Eu00112#
Eu001#,[X]Dementia in Alzheimer's disease with late onset,1,1,2,376541000006112#,Dementia in Alzheimer's disease with late onset,Eu001,Eu00100,416975007,2957137018,NA,32,Eu00100#
Eu001#,[X]Dementia in Alzheimer's disease with late onset,1,1,2,363031000006111#,[X]Alzheimer's disease type 1,Eu001-1,Eu00111,416975007,2957137018,NA,32,Eu00111#
Eu002#,"[X]Dementia in Alzheimer's dis, atypical or mixed type",1,1,2,295671015#,"[X]Dementia in Alzheimer's dis, atypical or mixed type",Eu002,Eu00200,26929004,45046017,NA,32,Eu00200#
