readcode,term_readcode,cal,os,matchtotal,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
G700.#,Aorto-iliac disease,1,1,2,223991000000116#,Aortoiliac disease,G700-1,G700.11,233956002,350529018,NA,32,G700.11#
G700.#,Aorto-iliac disease,1,1,2,218531000000113#,Atherosclerosis of aorta,G700,G700.00,81817003,135728018,NA,32,G700.00#
G702.#,Extremity artery atheroma,1,1,2,884571000006119#,Atherosclerosis of extremities,G702-99,G702.99,195254008,884571000006119,NA,32,G702.99#
G702.#,Extremity artery atheroma,1,1,2,300433019#,Extremity artery atheroma,G702,G702.00,195254008,300433019,NA,32,G702.00#
G702z#,Extremity artery atheroma NOS,1,1,2,300434013#,Extremity artery atheroma NOS,G702z,G702z00,195254008,300433019,NA,32,G702z00#
G7310#,Buerger's disease,1,1,2,87210015#,Buerger's disease,G7310,G731000,52403007,87210015,NA,32,G731000#
G731z#,Thromboangiitis obliterans NOS,1,1,2,300503012#,Thromboangiitis obliterans NOS,G731z,G731z00,52403007,87208017,NA,32,G731z00#
G742z#,Peripheral arterial embolism and thrombosis NOS,1,1,2,300550015#,Peripheral arterial embolism and thrombosis NOS,G742z,G742z00,195318006,300534011,NA,32,G742z00#
G742z#,Peripheral arterial embolism and thrombosis NOS,1,1,2,884661000006110#,Peripheral arterial embolism,G742z-99,G742z99,583731000000103,884661000006110,NA,32,G742z99#
M2710#,Ischaemic ulcer diabetic foot,1,1,2,309177010#,Ischaemic ulcer diabetic foot,M2710,M271000,201250006,309177010,NA,32,M271000#
7A100#,Emerg aortic bypass by anastomosis axillary to femoral art,1,1,2,639341000006115#,Emergency bypass of aorta by anastomosis of axillary artery to femoral artery,7A100,7A10000,175276005,271413015,NA,32,7A10000#
7A101#,Bypass aorta by anastomosis axillary to femoral artery NEC,1,1,2,530051000006117#,Bypass aorta by anastomosis axillary to femoral artery NEC,7A101,7A10100,233379008,349697018,NA,32,7A10100#
7A103#,Axillo-unifemoral PTFE bypass graft,1,1,2,271416011#,Axillo-unifemoral PTFE bypass graft,7A103,7A10300,175279003,271416011,NA,32,7A10300#
7A12.#,Other bypass of bifurcation of aorta,1,1,2,271431019#,Other bypass of bifurcation of aorta,7A12,7A12.00,233373009,349683014,NA,32,7A12.00#
7A120#,Emerg bypass bifurc aorta by anast aorta to femoral artery,1,1,2,639371000006111#,Emergency bypass of bifurcation of aorta by anastomosis of aorta to femoral artery,7A120,7A12000,175290008,271432014,NA,32,7A12000#
7A121#,Bypass bifurc aorta by anastom aorta to femoral artery NEC,1,1,2,410961010#,Dacron aortofemoral Y graft,7A121-2,7A12112,275038008,410961010,NA,32,7A12112#
7A121#,Bypass bifurc aorta by anastom aorta to femoral artery NEC,1,1,2,530061000006115#,Bypass of bifurcation of aorta by anastomosis of aorta to femoral artery,7A121,7A12100,448171003,2900875010,NA,32,7A12100#
7A121#,Bypass bifurc aorta by anastom aorta to femoral artery NEC,1,1,2,224121000000118#,Aortic bifurcation bypass graft,7A121-1,7A12111,233373009,349688017,NA,32,7A12111#
7A123#,Bypass bifurcation aorta by anastom aorta to iliac artery,1,1,2,530071000006110#,Bypass of bifurcation of aorta by anastomosis of aorta to iliac artery,7A123,7A12300,265495003,394305010,NA,32,7A12300#
7A123#,Bypass bifurcation aorta by anastom aorta to iliac artery,1,1,2,410962015#,Dacron aortoiliac Y graft,7A123-2,7A12312,275039000,410962015,NA,32,7A12312#
7A123#,Bypass bifurcation aorta by anastom aorta to iliac artery,1,1,2,488631000006116#,Aorto biiliac graft,7A123-1,7A12311,265495003,394305010,NA,32,7A12311#
7A12y#,Other specified other bypass of bifurcation of aorta,1,1,2,271444012#,Other specified other bypass of bifurcation of aorta,7A12y,7A12y00,233373009,349683014,NA,32,7A12y00#
7A12z#,Other bypass of bifurcation of aorta NOS,1,1,2,271445013#,Other bypass of bifurcation of aorta NOS,7A12z,7A12z00,233373009,349683014,NA,32,7A12z00#
7A41.#,Other bypass of iliac artery,1,1,2,349677011#,Other bypass of iliac artery by anastomosis,7A41-1,7A41.11,405477007,2157280014,NA,32,7A41.11#
7A41.#,Other bypass of iliac artery,1,1,2,394323019#,Iliac artery bypass,7A41,7A41.00,405477007,2157280014,NA,32,7A41.00#
7A410#,Emerg bypass iliac art by iliac/femoral art anastomosis NEC,1,1,2,639471000006115#,Emerg bypass iliac art by iliac/femoral art anastomosis NEC,7A410,7A41000,51018000,85012019,NA,32,7A41000#
7A411#,Bypass iliac artery by iliac/femoral artery anastomosis NEC,1,1,2,530201000006110#,Bypass of iliac artery by anastomosis of iliac artery to femoral artery,7A411,7A41100,51018000,1780391000000113,NA,32,7A41100#
7A414#,Emerg bypass comm iliac art by aorta/com iliac art anast NEC,1,1,2,639391000006112#,Emerg bypass comm iliac art by aorta/com iliac art anast NEC,7A414,7A41400,116360008,183983017,NA,32,7A41400#
7A416#,Emerg bypass leg artery by aorta/com fem art anastomosis NEC,1,1,2,639521000006117#,Emerg bypass leg artery by aorta/com fem art anastomosis NEC,7A416,7A41600,116360008,183983017,NA,32,7A41600#
7A419#,Bypass common iliac artery by aorta/com iliac art anast NEC,1,1,2,530091000006111#,Bypass common iliac artery by aorta/com iliac art anast NEC,7A419,7A41900,116360008,183983017,NA,32,7A41900#
7A41B#,Bypass leg artery by aorta/com femoral art anastomosis NEC,1,1,2,530221000006117#,Bypass leg artery by aorta/com femoral art anastomosis NEC,7A41B,7A41B00,116360008,183983017,NA,32,7A41B00#
7A41C#,Bypass leg artery by aorta/deep femoral art anastomosis NEC,1,1,2,530231000006119#,Bypass leg artery by aorta/deep femoral art anastomosis NEC,7A41C,7A41C00,405482000,2157285016,NA,32,7A41C00#
7A41F#,Ilio-femoral prosthetic cross over graft,1,1,2,785611000006113#,Ilio-femoral prosthetic cross over graft,7A41F,7A41F00,175594003,271866014,NA,32,7A41F00#
7A41y#,Other specified other bypass of iliac artery,1,1,2,271867017#,Other specified other bypass of iliac artery,7A41y,7A41y00,116360008,183983017,NA,32,7A41y00#
7A41z#,Other bypass of iliac artery NOS,1,1,2,271868010#,Other bypass of iliac artery NOS,7A41z,7A41z00,116360008,183983017,NA,32,7A41z00#
7A42.#,Reconstruction of iliac artery,1,1,2,394326010#,Reconstruction of iliac artery,7A42,7A42.00,265516003,394326010,NA,32,7A42.00#
7A42.#,Reconstruction of iliac artery,1,1,2,349652010#,Reconstruction of common iliac artery,7A42-1,7A42.11,233345007,349652010,NA,32,7A42.11#
7A420#,Endarterectomy and patch repair of iliac artery,1,1,2,410964019#,Endarterectomy and patch repair of common iliac artery,7A420-1,7A42011,275041004,410964019,NA,32,7A42011#
7A420#,Endarterectomy and patch repair of iliac artery,1,1,2,641691000006118#,Endarterectomy of iliac artery and patch repair of iliac artery,7A420,7A42000,265517007,394327018,NA,32,7A42000#
7A420#,Endarterectomy and patch repair of iliac artery,1,1,2,394328011#,Iliac endarterectomy and patch,7A420-2,7A42012,265517007,394328011,NA,32,7A42012#
7A42y#,Other specified reconstruction of iliac artery,1,1,2,271880019#,Other specified reconstruction of iliac artery,7A42y,7A42y00,265516003,394326010,NA,32,7A42y00#
7A42z#,Reconstruction of iliac artery NOS,1,1,2,271881015#,Reconstruction of iliac artery NOS,7A42z,7A42z00,265516003,394326010,NA,32,7A42z00#
7A43.#,Other open operations on iliac artery,1,1,2,394330013#,Other open operations on iliac artery,7A43,7A43.00,265511008,394321017,NA,32,7A43.00#
7A43.#,Other open operations on iliac artery,1,1,2,410966017#,Other open operations on common iliac artery,7A43-1,7A43.11,265511008,394321017,NA,32,7A43.11#
7A430#,Repair of iliac artery NEC,1,1,2,394331012#,Repair of iliac artery,7A430,7A43000,450703003,2916807015,NA,32,7A43000#
7A430#,Repair of iliac artery NEC,1,1,2,410967014#,Repair of common iliac artery,7A430-1,7A43011,450704009,2916913013,NA,32,7A43011#
7A440#,Percutaneous transluminal angioplasty of iliac artery,1,1,2,271900018#,Percutaneous transluminal angioplasty of iliac artery,7A440,7A44000,175612005,271900018,NA,32,7A44000#
7A443#,Insertion of iliac artery stent,1,1,2,271905011#,Insertion of iliac artery stent,7A443,7A44300,175615007,271905011,NA,32,7A44300#
7A44y#,Other specified transluminal operation on iliac artery,1,1,2,271907015#,Other specified transluminal operation on iliac artery,7A44y,7A44y00,265522007,394333010,NA,32,7A44y00#
7A44z#,Transluminal operation on iliac artery NOS,1,1,2,271908013#,Transluminal operation on iliac artery NOS,7A44z,7A44z00,265522007,394333010,NA,32,7A44z00#
7A47.#,Other emergency bypass of femoral artery or popliteal artery,1,1,2,349670013#,Other emergency bypass of deep femoral artery,7A47-3,7A47.13,116360008,183983017,NA,32,7A47.13#
7A47.#,Other emergency bypass of femoral artery or popliteal artery,1,1,2,349671012#,Other emergency bypass of common femoral artery,7A47-2,7A47.12,116360008,183983017,NA,32,7A47.12#
7A47.#,Other emergency bypass of femoral artery or popliteal artery,1,1,2,32181000006113#,Other emerg bypass femoral or popliteal art by anastomosis,7A47-1,7A47.11,116360008,183983017,NA,32,7A47.11#
7A47.#,Other emergency bypass of femoral artery or popliteal artery,1,1,2,349667014#,Other emergency bypass of femoral artery,7A47-6,7A47.16,405463009,2157266019,NA,32,7A47.16#
