ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
2261041000033114	134489001	Atorvastatin 80mg tablets	Atorvastatin 80mg tablets	Tablet	Oral	Atorvastatin calcium trihydrate	80.000mg	2120000	NA
1336841000033110	319996000	Simvastatin 10mg tablets	Simvastatin 10mg tablets	Tablet	Oral	Simvastatin	10.000mg	2120000	NA
1336941000033119	319997009	Simvastatin 20mg tablets	Simvastatin 20mg tablets	Tablet	Oral	Simvastatin	20.000mg	2120000	NA
1337541000033111	320000009	Simvastatin 40mg tablets	Simvastatin 40mg tablets	Tablet	Oral	Simvastatin	40.000mg	2120000	NA
2066241000033118	320006003	Simvastatin 80mg tablets	Simvastatin 80mg tablets	Tablet	Oral	Simvastatin	80.000mg	2120000	NA
1130141000033111	320012008	Pravastatin 10mg tablets	Pravastatin 10mg tablets	Tablet	Oral	Pravastatin sodium	10.000mg	2120000	NA
1130241000033116	320013003	Pravastatin 20mg tablets	Pravastatin 20mg tablets	Tablet	Oral	Pravastatin sodium	20.000mg	2120000	NA
1136541000033116	320014009	Pravastatin 40mg tablets	Pravastatin 40mg tablets	Tablet	Oral	Pravastatin sodium	40.000mg	2120000	NA
578641000033114	320022002	Fluvastatin 20mg capsules	Fluvastatin 20mg capsules	Capsule	Oral	Fluvastatin sodium	20.000mg	2120000	NA
578741000033117	320023007	Fluvastatin 40mg capsules	Fluvastatin 40mg capsules	Capsule	Oral	Fluvastatin sodium	40.000mg	2120000	NA
91941000033117	320029006	Atorvastatin 10mg tablets	Atorvastatin 10mg tablets	Tablet	Oral	Atorvastatin calcium trihydrate	10.000mg	2120000	NA
92041000033111	320030001	Atorvastatin 20mg tablets	Atorvastatin 20mg tablets	Tablet	Oral	Atorvastatin calcium trihydrate	20.000mg	2120000	NA
92141000033110	320031002	Atorvastatin 40mg tablets	Atorvastatin 40mg tablets	Tablet	Oral	Atorvastatin calcium trihydrate	40.000mg	2120000	NA
2891741000033115	408024009	Rosuvastatin 40mg tablets	Rosuvastatin 40mg tablets	Tablet	Oral	Rosuvastatin calcium	40.000mg	2120000	NA
2891541000033111	408036003	Rosuvastatin 10mg tablets	Rosuvastatin 10mg tablets	Tablet	Oral	Rosuvastatin calcium	10.000mg	2120000	NA
2891641000033112	408037007	Rosuvastatin 20mg tablets	Rosuvastatin 20mg tablets	Tablet	Oral	Rosuvastatin calcium	20.000mg	2120000	NA
3836041000033114	409108001	Rosuvastatin 5mg tablets	Rosuvastatin 5mg tablets	Tablet	Oral	Rosuvastatin calcium	5.000mg	NA	NA
3292441000033116	414177002	Simvastatin 20mg / Ezetimibe 10mg tablets	Simvastatin 20mg / Ezetimibe 10mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 20.000mg	2120000	NA
3292541000033115	414178007	Simvastatin 40mg / Ezetimibe 10mg tablets	Simvastatin 40mg / Ezetimibe 10mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 40.000mg	2120000	NA
3292641000033119	414179004	Simvastatin 80mg / Ezetimibe 10mg tablets	Simvastatin 80mg / Ezetimibe 10mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 80.000mg	2120000	NA
819941000033119	84811000001104	Lescol 20mg capsules (Novartis Pharmaceuticals UK Ltd)	Lescol 20mg capsules	Capsule	Oral	Fluvastatin sodium	20.000mg	2120000	NA
1562841000033119	108111000001106	Zocor 10mg tablets (Merck Sharp & Dohme Ltd)	Zocor 10mg tablets	Tablet	Oral	Simvastatin	10.000mg	2120000	NA
2066341000033111	113211000001106	Zocor 80mg tablets (Merck Sharp & Dohme Ltd)	Zocor 80mg tablets	Tablet	Oral	Simvastatin	80.000mg	2120000	NA
836341000033115	232011000001102	Lipitor 20mg tablets (Upjohn UK Ltd)	Lipitor 20mg tablets	Tablet	Oral	Atorvastatin calcium trihydrate	20.000mg	2120000	NA
2189141000033114	378111000001106	Lescol XL 80mg tablets (Novartis Pharmaceuticals UK Ltd)	Lescol XL 80mg tablets	Modified-release tablet	Oral	Fluvastatin sodium	80.000mg	2120000	NA
820041000033116	409611000001108	Lescol 40mg capsules (Novartis Pharmaceuticals UK Ltd)	Lescol 40mg capsules	Capsule	Oral	Fluvastatin sodium	40.000mg	2120000	NA
834941000033114	454111000001107	Lipostat 20mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Lipostat 20mg tablets	Tablet	Oral	Pravastatin sodium	20.000mg	2120000	NA
836441000033114	484211000001108	Lipitor 40mg tablets (Upjohn UK Ltd)	Lipitor 40mg tablets	Tablet	Oral	Atorvastatin calcium trihydrate	40.000mg	2120000	NA
