ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues
4149341000033111	11494211000001108	Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices	Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices	Solution for injection	Subcutaneous	Exenatide	250.000microgram/1.000ml	06010203	61720
4149441000033117	11494111000001102	Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices	Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices	Solution for injection	Subcutaneous	Exenatide	250.000microgram/1.000ml	06010203	396939
4149541000033116	11494811000001109	Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens (AstraZeneca UK Ltd)	Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens	Solution for injection	Subcutaneous	Exenatide	250.000microgram/1.000ml	NA	11518
4149641000033115	11494611000001105	Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (AstraZeneca UK Ltd)	Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens	Solution for injection	Subcutaneous	Exenatide	250.000microgram/1.000ml	NA	69102
5131241000033110	15859111000001102	Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices	Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Liraglutide	6.000mg/1.000ml	06010203	1248955
5131341000033117	15858611000001101	Victoza 6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Victoza 6mg/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Liraglutide	6.000mg/1.000ml	NA	477336
6388241000033117	19275411000001107	Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials	Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials	Powder and solvent for prolonged-release suspension for inj	Subcutaneous	Exenatide	2.000mg	06010203	43019
6388341000033110	19274811000001108	Bydureon 2mg powder and solvent for prolonged-release suspension for injection vials (AstraZeneca UK Ltd)	Bydureon 2mg powder and solvent for prolonged-release suspension for injection vials	Powder and solvent for prolonged-release suspension for inj	Subcutaneous	Exenatide	2.000mg	NA	55013
8267341000033110	21994611000001106	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Lixisenatide	50.000microgram/1.000ml	06010203	11341
8267441000033116	21994811000001105	Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Lixisenatide	100.000microgram/1.000ml	06010203	121684
8267541000033115	21941511000001102	Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)	Lyxumia 10micrograms/0.2ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Lixisenatide	50.000microgram/1.000ml	NA	1278
8267641000033119	21941011000001105	Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)	Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Lixisenatide	100.000microgram/1.000ml	NA	20140
8268441000033115	21994711000001102	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices	Not applicable	Route of administration not applicable	Lixisenatide	NA	06010203	2939
8268641000033118	21953711000001106	Lyxumia 10micrograms/20micrograms treatment initiation pack (Sanofi)	Lyxumia 10micrograms/20micrograms treatment initiation pack	Not applicable	NA	Lixisenatide	NA	NA	807
10044541000033113	28279611000001109	Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices	Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Insulin degludec/ Liraglutide	100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml	06010203	7615
10044641000033114	28054311000001106	Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Xultophy 100units/ml / 3.6mg/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Insulin degludec/ Liraglutide	100.000unit/1.000ml + 100.000unit/1.000ml + 3.600mg/1.000ml	NA	46615
10207841000033118	28789611000001108	Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide 0.75mg/0.5ml solution for injection pre-filled disposable devices	Solution for injection	Subcutaneous	Dulaglutide	1.500mg/1.000ml	06010203	93152
10207941000033114	28789711000001104	Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices	Dulaglutide 1.5mg/0.5ml solution for injection pre-filled disposable devices	Solution for injection	Subcutaneous	Dulaglutide	3.000mg/1.000ml	06010203	505500
10208041000033112	28461011000001109	Trulicity 0.75mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)	Trulicity 0.75mg/0.5ml solution for injection pre-filled pens	Solution for injection	Subcutaneous	Dulaglutide	1.500mg/1.000ml	NA	123688
10208141000033111	28462311000001103	Trulicity 1.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)	Trulicity 1.5mg/0.5ml solution for injection pre-filled pens	Solution for injection	Subcutaneous	Dulaglutide	3.000mg/1.000ml	NA	656654
10951041000033114	31015711000001109	Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices	Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices	Powder and solvent for solution for injection	Subcutaneous	Albiglutide	30.000mg	06010203	24
10951141000033113	31015811000001101	Albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices	Albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices	Powder and solvent for solution for injection	Subcutaneous	Albiglutide	50.000mg	06010203	5
11919041000033113	33747711000001102	Saxenda 6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Saxenda 6mg/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Liraglutide	6.000mg/1.000ml	NA	13445
12876141000033116	36491111000001100	Semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable devices	Semaglutide 1mg/0.74ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Semaglutide	1.340mg/1.000ml	06010203	226616
12876241000033111	36490911000001109	Semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable devices	Semaglutide 0.25mg/0.19ml solution for injection 1.5ml pre-filled disposable devices	Solution for injection	Subcutaneous	Semaglutide	1.340mg/1.000ml	06010203	53861
12876341000033118	36491011000001101	Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable devices	Semaglutide 0.5mg/0.37ml solution for injection 1.5ml pre-filled disposable devices	Solution for injection	Subcutaneous	Semaglutide	1.340mg/1.000ml	06010203	160872
