ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
1444041000033115	190211000001100	Titralac 420mg tablets (3M Health Care Ltd)	Titralac 420mg tablets	Tablet	Oral	Calcium carbonate	420.000mg	NA	NA
178941000033113	284511000001107	Calcichew 500mg chewable tablets (Takeda UK Ltd)	Calcichew 500mg chewable tablets	Chewable tablet	Oral	Calcium carbonate	1.250gram	9050101	NA
209441000033118	3241511000001108	Calcium 500 tablets (Martindale Pharmaceuticals Ltd)	Calcium 500 tablets	Tablet	Oral	Calcium carbonate	1.250gram	9050101	NA
2262941000033115	3242511000001100	Adcal 1500mg chewable tablets (Kyowa Kirin Ltd)	Adcal 1500mg chewable tablets	Chewable tablet	Oral	Calcium carbonate	1.500gram	9050101	NA
1749241000033117	3743611000001101	Phosex 1g tablets (Pharmacosmos UK Ltd)	Phosex 1g tablets	Tablet	Oral	Calcium acetate	1.000gram	9050202	NA
2079141000033114	3849911000001107	Renagel 403mg capsules (Genzyme Therapeutics Ltd)	Renagel 403mg capsules	Capsule	Oral	Sevelamer	403.000mg	NA	NA
4042441000033116	11272311000001100	Fosrenol 1000mg chewable tablets (Shire Pharmaceuticals Ltd)	Fosrenol 1000mg chewable tablets	Chewable tablet	Oral	Lanthanum carbonate	1.000gram	9050202	NA
4042341000033110	11272611000001105	Fosrenol 750mg chewable tablets (Shire Pharmaceuticals Ltd)	Fosrenol 750mg chewable tablets	Chewable tablet	Oral	Lanthanum carbonate	750.000mg	9050202	NA
4042241000033117	11272911000001104	Fosrenol 500mg chewable tablets (Shire Pharmaceuticals Ltd)	Fosrenol 500mg chewable tablets	Chewable tablet	Oral	Lanthanum carbonate	500.000mg	9050202	NA
5317341000033111	15178911000001103	Osvaren 435mg/235mg tablets (Vifor Fresenius Medical Care Renal Pharma UK Ltd)	Osvaren 435mg/235mg tablets	Tablet	Oral	Calcium acetate/ Magnesium carbonate heavy	435.000mg + 235.000mg	9050202	NA
5006441000033119	15226311000001101	Calcium acetate 435mg / Magnesium carbonate heavy 235mg tablets	Calcium acetate 435mg / Magnesium carbonate heavy 235mg tablets	Tablet	Oral	Calcium acetate/ Magnesium carbonate heavy	435.000mg + 235.000mg	9050202	NA
5161241000033119	16163911000001104	PhosLo 667mg capsules (Stanningley Pharma Ltd)	PhosLo 667mg capsules	Capsule	Oral	Calcium acetate	667.000mg	9050202	NA
6059941000033110	18137311000001109	Renvela 2.4g oral powder sachets (Sanofi)	Renvela 2.4g oral powder sachets	Powder	Oral	Sevelamer carbonate	2.400gram	9050202	NA
6059841000033119	18146611000001100	Sevelamer 2.4g oral powder sachets sugar free	Sevelamer 2.4g oral powder sachets sugar free	Powder	Oral	Sevelamer carbonate	2.400gram	9050202	NA
2723941000033111	18290811000001108	Renagel 800mg tablets (Sanofi)	Renagel 800mg tablets	Tablet	Oral	Sevelamer	800.000mg	9050202	NA
6059741000033112	18291011000001106	Renvela 800mg tablets (Sanofi)	Renvela 800mg tablets	Tablet	Oral	Sevelamer	800.000mg	9050202	NA
2723841000033115	18291211000001101	Sevelamer 800mg tablets	Sevelamer 800mg tablets	Tablet	Oral	Sevelamer	800.000mg	9050202	NA
6123841000033111	18613411000001100	Renacet 475mg tablets (Stanningley Pharma Ltd)	Renacet 475mg tablets	Tablet	Oral	Calcium acetate	475.000mg	9050202	NA
6123941000033115	18613911000001108	Renacet 950mg tablets (Stanningley Pharma Ltd)	Renacet 950mg tablets	Tablet	Oral	Calcium acetate	950.000mg	9050202	NA
