MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId
356085010	Maturity onset diabetes in youth type 2	C10D-1	C10D.11	237604008	356085010		32
189711000000119	Lipoatrophic diabetes mellitus without complication	C10M0	C10M000	112991000000101	189711000000119		32
622221000000118	Maternally inherited diabetes mellitus	C10FS	C10FS00	335621000000101	622221000000118		32
894461000006112	Diabetic mother syndrome	Q440-99	Q440.99	21584002	894461000006112		32
1786715019	Bronzed diabetes	C3500-1	C350011	399144008	1786715019		32
356118015	Diabetes-deafness syndrome maternally transmitted	ESCTDI21		237619009	356118015		32
1775531012	Hypogonadism, diabetes mellitus, alopecia, mental retardation and electrocardiographic abnormalities	ESCTHY2		237616002	1775531012		32
356099014	Photomyoclonus, diabetes mellitus, deafness, nephropathy and cerebral dysfunction	ESCTPH1		237612000	356099014		32
356111014	Insulin-dependent diabetes mellitus secretory diarrhoea syndrome	ESCTIN27		237618001	356111014		32
2156000010	Lipodystrophy, partial, with Rieger anomaly, short stature, and insulinopenic diabetes mellitus	ESCTLI13		237608006	2156000010		32
356115017	Congenital insulin-dependent diabetes mellitus with fatal secretory diarrhoea	ESCTIN27-1		237618001	356115017		32
483882011	Diabetes mellitus autosomal dominant	C10C	C10C.00	609561005	2967884018		32
2476117016	Maturity onset diabetes in youth type 1	C10C-2	C10C.12	609562003	2967867012		32
1968641000006114	Maturity onset diabetes of the young type 5	C10Q	C10Q.00	609572000	2967853015		32
5109541000006118	Transient neonatal diabetes mellitus	^ESCTTR510954		237603002	2967847015		32
7500521000006111	Diabetes mellitus, transient neonatal 2	^ESCTDI750052		609580007	2967886016		32
7500541000006116	Diabetes mellitus, transient neonatal 3	^ESCTDI750054		609581006	2967830016		32
3862421000006116	Diabetes mellitus, Addison's disease and myxedema	^ESCTDI386242		83728000	505755018		32
6618061000006116	Bronze diabetes	^ESCTBR661806		399144008	1778601012		32
5109851000006119	Insulin-dependent diabetes mellitus secretory diarrhea syndrome	^ESCTIN510985		237618001	356116016		31
7500361000006112	RCAD (renal cysts and diabetes) syndrome	^ESCTRC750036		609572000	2714541000000116		32
5109831000006114	Congenital insulin-dependent diabetes mellitus with fatal secretory diarrhea	^ESCTCO510983		237618001	356112019		31
5109621000006112	MODY - Maturity onset diabetes glucokinase-related	^ESCTMO510962		237604008	356087019		32
5109581000006112	Maturity onset diabetes in youth type II	^ESCTMA510958		237604008	356083015		32
7500351000006110	Renal cysts and diabetes syndrome	^ESCTRE750035		609572000	3435009012		32
3812041000006116	Dwarfism-hepatomegaly-obesity-juvenile diabetes syndrome	^ESCTDW381204		80660001	133810014		31
7063141000006118	Diabetes mellitus co-occurrent and due to cystic fibrosis	^ESCTDI706314		426705001	3440582013		32
5687751000006119	Lipoatrophic diabetes mellitus	^ESCTLI568775		284449005	1495355018		31
